System Thermodynamic Data:
index Pressure Temperature mass F phi H S V Cp dVdP*10^6 dVdT*10^6 fO2(absolute) fO2(absolute) rhol rhos viscosity aH2O chisqr
145 500.00 819.74 14.046976 0.9633127438827991 0.951603 -186060.385891 35.196731 6.284945 18.717260 -290.557216 648.599660 -19.126 -19.126 2.262523 1.694243 5.818 n/a n/a
148 500.00 814.94 13.623162 0.9658016805859365 0.955060 -180552.823705 34.101121 6.093581 18.145016 -264.857290 621.466920 -19.593 -19.593 2.260802 1.701292 5.821 n/a n/a
146 500.00 814.75 13.544789 0.9660337437118830 0.955365 -179598.531964 33.883974 6.059010 18.035502 -261.939639 615.499046 -19.352 -19.352 2.260443 1.701147 5.842 n/a n/a
145 500.00 820.41 14.133249 0.9629222306488637 0.951031 -187336.161081 35.382457 6.325674 18.825263 -295.564753 651.317728 -18.690 -18.690 2.262204 1.691718 5.852 n/a n/a
149 500.00 809.94 13.170454 0.9702713631666928 0.961135 -174738.365985 32.918468 5.885885 17.534283 -227.524655 584.728681 -19.828 -19.828 2.258905 1.711606 5.846 n/a n/a
147 500.00 809.76 13.097898 0.9692384394648510 0.959710 -173858.891461 32.713736 5.856579 17.429947 -232.765493 583.771945 -19.617 -19.617 2.258647 1.707522 5.864 n/a n/a
146 500.00 815.39 13.622358 0.9656967082212327 0.954869 -180754.235515 34.046782 6.095574 18.131271 -266.139462 617.478863 -18.885 -18.885 2.260137 1.698612 5.878 n/a n/a
147 500.00 810.38 13.168222 0.9678873015091056 0.957988 -174916.997336 32.854860 5.891711 17.513507 -241.870613 588.351164 -19.088 -19.088 2.258138 1.708391 5.902 n/a n/a
150 500.00 804.94 12.792115 0.9745747798365006 0.961135 -174738.365985 32.918468 5.885885 17.534283 -227.524655 584.728681 -19.956 -19.956 2.203745 1.421789 5.888 n/a n/a
148 500.00 805.36 12.758524 0.9699869964582715 0.960963 -169660.095201 31.776732 5.708137 16.956169 -220.666279 562.404489 -19.288 -19.288 2.256137 1.718445 5.927 n/a n/a
148 500.00 804.78 12.708184 0.9755443886804289 0.959710 -173858.891461 32.713736 5.856579 17.429947 -232.765493 583.771945 -19.745 -19.745 2.205701 1.317099 5.908 n/a n/a
149 500.00 800.34 12.388802 0.9784411668574139 0.972507 -164920.494480 30.812128 5.529986 16.465626 -164.538570 516.603568 -19.249 -19.249 2.253965 1.756748 5.969 n/a n/a
150 500.00 795.33 12.134916 0.9651879430010583 0.955139 -161839.096576 30.095179 5.446114 16.094735 -232.476218 549.572556 -19.574 -19.574 2.251621 1.729071 5.980 n/a n/a
151 500.00 790.31 11.723658 0.9749638412197215 0.967854 -156519.141003 29.043769 5.248722 15.550146 -172.632004 499.748528 -19.843 -19.843 2.250030 1.739590 6.000 n/a n/a
152 500.00 785.29 11.441334 0.9761600977574164 0.969577 -152903.541862 28.290950 5.123089 15.164527 -161.242826 483.636699 -20.118 -20.118 2.248450 1.750062 6.020 n/a n/a
153 500.00 780.27 11.179772 0.9772005361348405 0.971084 -149562.309248 27.591358 5.007063 14.807082 -151.487311 469.170856 -20.402 -20.402 2.246865 1.760486 6.041 n/a n/a
154 500.00 775.26 10.936085 0.9780223078572020 0.972292 -146458.335509 26.937413 4.899517 14.473684 -143.660423 456.462412 -20.698 -20.698 2.245229 1.770458 6.061 n/a n/a
155 500.00 770.24 10.706946 0.9720107304109147 0.963975 -143559.645636 26.311431 4.812455 14.153944 -172.363299 468.150686 -21.042 -21.042 2.243387 1.728566 6.072 n/a n/a
156 500.00 765.22 10.421106 0.9555978254559951 0.925868 -140007.884562 25.434403 4.813618 13.678241 -525.183189 694.700216 128.668 128.668 2.234437 1.296709 6.317 n/a n/a
